onset	duration	sample	trial_type	response_time	stim_file	value
1599.3060000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
1599.8740000000	n/a	n/a	Fixation	n/a	n/a	S100
1600.8640000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
1601.1820000000	n/a	n/a	Response: Up	n/a	n/a	S  1
1601.5580000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
1602.1260000000	n/a	n/a	Fixation	n/a	n/a	S100
1603.1160000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
1603.4380000000	n/a	n/a	Response: Left	n/a	n/a	S  2
1603.7600000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
1604.3280000000	n/a	n/a	Fixation	n/a	n/a	S100
1605.2180000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
1605.7020000000	n/a	n/a	Response: Left	n/a	n/a	S  2
1606.0620000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
1606.6280000000	n/a	n/a	Fixation	n/a	n/a	S100
1607.6600000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
1607.9700000000	n/a	n/a	Response: Left	n/a	n/a	S  2
1608.2640000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
