onset	duration	sample	trial_type	response_time	stim_file	value
142.7960000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
143.3640000000	n/a	n/a	Fixation	n/a	n/a	S100
144.3640000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
144.9360000000	n/a	n/a	Response: Up	n/a	n/a	S  1
145.2640000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
145.8320000000	n/a	n/a	Fixation	n/a	n/a	S100
146.7440000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
147.3000000000	n/a	n/a	Response: Up	n/a	n/a	S  1
147.5840000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
148.1500000000	n/a	n/a	Fixation	n/a	n/a	S100
149.1720000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
149.6600000000	n/a	n/a	Response: Up	n/a	n/a	S  1
149.9860000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
150.5520000000	n/a	n/a	Fixation	n/a	n/a	S100
151.5840000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
152.3160000000	n/a	n/a	Response: Right	n/a	n/a	S  3
152.7040000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
153.2700000000	n/a	n/a	Fixation	n/a	n/a	S100
154.2620000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
154.7760000000	n/a	n/a	Response: Right	n/a	n/a	S  3
155.1220000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
155.6900000000	n/a	n/a	Fixation	n/a	n/a	S100
156.6900000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
157.1440000000	n/a	n/a	Response: Right	n/a	n/a	S  3
157.5240000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
158.0920000000	n/a	n/a	Fixation	n/a	n/a	S100
158.9620000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
159.3680000000	n/a	n/a	Response: Right	n/a	n/a	S  3
159.6920000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
160.2600000000	n/a	n/a	Fixation	n/a	n/a	S100
161.1600000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
161.5720000000	n/a	n/a	Response: Right	n/a	n/a	S  3
161.9940000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
162.5620000000	n/a	n/a	Fixation	n/a	n/a	S100
163.6120000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
164.3960000000	n/a	n/a	Response: Up	n/a	n/a	S  1
164.6800000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
165.2460000000	n/a	n/a	Fixation	n/a	n/a	S100
166.1780000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
166.7720000000	n/a	n/a	Response: Right	n/a	n/a	S  3
167.2320000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
167.7980000000	n/a	n/a	Fixation	n/a	n/a	S100
168.6600000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
169.2400000000	n/a	n/a	Response: Up	n/a	n/a	S  1
169.5840000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
170.1500000000	n/a	n/a	Fixation	n/a	n/a	S100
171.0220000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
171.7040000000	n/a	n/a	Response: Left	n/a	n/a	S  2
172.1180000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
172.6860000000	n/a	n/a	Fixation	n/a	n/a	S100
173.7360000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
174.7400000000	n/a	n/a	Response: Right	n/a	n/a	S  3
175.1880000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
175.7540000000	n/a	n/a	Fixation	n/a	n/a	S100
176.7060000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
177.3720000000	n/a	n/a	Response: Right	n/a	n/a	S  3
177.8060000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
178.3740000000	n/a	n/a	Fixation	n/a	n/a	S100
179.2940000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
179.9360000000	n/a	n/a	Response: Right	n/a	n/a	S  3
180.2580000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
180.8260000000	n/a	n/a	Fixation	n/a	n/a	S100
181.8560000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
182.4840000000	n/a	n/a	Response: Left	n/a	n/a	S  2
182.7940000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
183.3600000000	n/a	n/a	Fixation	n/a	n/a	S100
184.3120000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
184.7920000000	n/a	n/a	Response: Up	n/a	n/a	S  1
185.0960000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
185.6620000000	n/a	n/a	Fixation	n/a	n/a	S100
186.6340000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
187.1100000000	n/a	n/a	Response: Up	n/a	n/a	S  1
187.4640000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
188.0300000000	n/a	n/a	Fixation	n/a	n/a	S100
188.9920000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
189.5340000000	n/a	n/a	Response: Right	n/a	n/a	S  3
189.8160000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
190.3820000000	n/a	n/a	Fixation	n/a	n/a	S100
191.3640000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
191.8140000000	n/a	n/a	Response: Up	n/a	n/a	S  1
192.2680000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
192.8340000000	n/a	n/a	Fixation	n/a	n/a	S100
193.8660000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
194.2860000000	n/a	n/a	Response: Up	n/a	n/a	S  1
194.5680000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
195.1360000000	n/a	n/a	Fixation	n/a	n/a	S100
196.0680000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
196.6420000000	n/a	n/a	Response: Right	n/a	n/a	S  3
196.9040000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
197.4720000000	n/a	n/a	Fixation	n/a	n/a	S100
198.3220000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
198.8940000000	n/a	n/a	Response: Left	n/a	n/a	S  2
199.2220000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
199.7900000000	n/a	n/a	Fixation	n/a	n/a	S100
200.7700000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
201.3140000000	n/a	n/a	Response: Left	n/a	n/a	S  2
201.7080000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
202.2740000000	n/a	n/a	Fixation	n/a	n/a	S100
203.2460000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
203.7220000000	n/a	n/a	Response: Left	n/a	n/a	S  2
204.0100000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
204.5760000000	n/a	n/a	Fixation	n/a	n/a	S100
205.4580000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
206.0300000000	n/a	n/a	Response: Right	n/a	n/a	S  3
206.3620000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
206.9280000000	n/a	n/a	Fixation	n/a	n/a	S100
207.9800000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
208.4740000000	n/a	n/a	Response: Left	n/a	n/a	S  2
208.9140000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
209.4800000000	n/a	n/a	Fixation	n/a	n/a	S100
210.4220000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
211.0100000000	n/a	n/a	Response: Up	n/a	n/a	S  1
211.3480000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
211.9160000000	n/a	n/a	Fixation	n/a	n/a	S100
212.9660000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
213.4620000000	n/a	n/a	Response: Left	n/a	n/a	S  2
213.9160000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
214.4840000000	n/a	n/a	Fixation	n/a	n/a	S100
215.4160000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
215.9860000000	n/a	n/a	Response: Left	n/a	n/a	S  2
216.3520000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
216.9200000000	n/a	n/a	Fixation	n/a	n/a	S100
217.7800000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
218.3580000000	n/a	n/a	Response: Left	n/a	n/a	S  2
218.6380000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
219.2040000000	n/a	n/a	Fixation	n/a	n/a	S100
220.2260000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
220.7140000000	n/a	n/a	Response: Left	n/a	n/a	S  2
221.0900000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
221.6560000000	n/a	n/a	Fixation	n/a	n/a	S100
222.6780000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
223.1020000000	n/a	n/a	Response: Left	n/a	n/a	S  2
223.5740000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
224.1420000000	n/a	n/a	Fixation	n/a	n/a	S100
225.0820000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
225.5820000000	n/a	n/a	Response: Up	n/a	n/a	S  1
225.9760000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
226.5440000000	n/a	n/a	Fixation	n/a	n/a	S100
227.5240000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
227.9860000000	n/a	n/a	Response: Left	n/a	n/a	S  2
228.4280000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
228.9960000000	n/a	n/a	Fixation	n/a	n/a	S100
229.8760000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
230.3180000000	n/a	n/a	Response: Left	n/a	n/a	S  2
230.6300000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
231.1960000000	n/a	n/a	Fixation	n/a	n/a	S100
232.0880000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
232.6740000000	n/a	n/a	Response: Right	n/a	n/a	S  3
233.0980000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
233.6660000000	n/a	n/a	Fixation	n/a	n/a	S100
234.6860000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
235.2020000000	n/a	n/a	Response: Right	n/a	n/a	S  3
235.5000000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
236.0680000000	n/a	n/a	Fixation	n/a	n/a	S100
237.0980000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
237.6460000000	n/a	n/a	Response: Up	n/a	n/a	S  1
237.9680000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
238.5360000000	n/a	n/a	Fixation	n/a	n/a	S100
239.5160000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
240.0260000000	n/a	n/a	Response: Left	n/a	n/a	S  2
240.3380000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
240.9040000000	n/a	n/a	Fixation	n/a	n/a	S100
241.8860000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
242.3660000000	n/a	n/a	Response: Right	n/a	n/a	S  3
242.6380000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
243.2060000000	n/a	n/a	Fixation	n/a	n/a	S100
244.1780000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
244.6620000000	n/a	n/a	Response: Right	n/a	n/a	S  3
244.9400000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
245.5080000000	n/a	n/a	Fixation	n/a	n/a	S100
246.5480000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
247.0460000000	n/a	n/a	Response: Right	n/a	n/a	S  3
247.3920000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
247.9600000000	n/a	n/a	Fixation	n/a	n/a	S100
248.9500000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
249.5180000000	n/a	n/a	Response: Up	n/a	n/a	S  1
249.9100000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
250.4780000000	n/a	n/a	Fixation	n/a	n/a	S100
251.4800000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
251.9740000000	n/a	n/a	Response: Up	n/a	n/a	S  1
252.4460000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
253.0140000000	n/a	n/a	Fixation	n/a	n/a	S100
253.9240000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
254.4940000000	n/a	n/a	Response: Left	n/a	n/a	S  2
254.8140000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
255.3820000000	n/a	n/a	Fixation	n/a	n/a	S100
256.2840000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
256.7540000000	n/a	n/a	Response: Left	n/a	n/a	S  2
257.1340000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
257.7000000000	n/a	n/a	Fixation	n/a	n/a	S100
258.6820000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
259.1700000000	n/a	n/a	Response: Up	n/a	n/a	S  1
259.4340000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
260.0020000000	n/a	n/a	Fixation	n/a	n/a	S100
260.9940000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
261.4540000000	n/a	n/a	Response: Left	n/a	n/a	S  2
261.7200000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
262.2880000000	n/a	n/a	Fixation	n/a	n/a	S100
263.2180000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
263.6900000000	n/a	n/a	Response: Up	n/a	n/a	S  1
264.0880000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
264.6560000000	n/a	n/a	Fixation	n/a	n/a	S100
265.6760000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
266.0820000000	n/a	n/a	Response: Up	n/a	n/a	S  1
266.3740000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
266.9400000000	n/a	n/a	Fixation	n/a	n/a	S100
267.8020000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
268.1900000000	n/a	n/a	Response: Up	n/a	n/a	S  1
268.5260000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
269.0920000000	n/a	n/a	Fixation	n/a	n/a	S100
270.1340000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
270.5940000000	n/a	n/a	Response: Left	n/a	n/a	S  2
270.9260000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
271.4940000000	n/a	n/a	Fixation	n/a	n/a	S100
272.5260000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
272.9580000000	n/a	n/a	Response: Left	n/a	n/a	S  2
273.2620000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
273.8300000000	n/a	n/a	Fixation	n/a	n/a	S100
274.6800000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
275.2220000000	n/a	n/a	Response: Right	n/a	n/a	S  3
275.6800000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
276.2480000000	n/a	n/a	Fixation	n/a	n/a	S100
277.0980000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
277.6140000000	n/a	n/a	Response: Left	n/a	n/a	S  2
278.0320000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
278.6000000000	n/a	n/a	Fixation	n/a	n/a	S100
279.5800000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
280.0340000000	n/a	n/a	Response: Right	n/a	n/a	S  3
280.4840000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
281.0520000000	n/a	n/a	Fixation	n/a	n/a	S100
282.0220000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
282.5060000000	n/a	n/a	Response: Right	n/a	n/a	S  3
282.7860000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
283.3540000000	n/a	n/a	Fixation	n/a	n/a	S100
284.3540000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
284.8860000000	n/a	n/a	Response: Left	n/a	n/a	S  2
285.1540000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
285.7220000000	n/a	n/a	Fixation	n/a	n/a	S100
286.6720000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
287.1620000000	n/a	n/a	Response: Right	n/a	n/a	S  3
287.4900000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
288.0560000000	n/a	n/a	Fixation	n/a	n/a	S100
289.1080000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
289.6100000000	n/a	n/a	Response: Left	n/a	n/a	S  2
289.9920000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
290.5580000000	n/a	n/a	Fixation	n/a	n/a	S100
291.4200000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
291.9740000000	n/a	n/a	Response: Up	n/a	n/a	S  1
292.2940000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
292.8600000000	n/a	n/a	Fixation	n/a	n/a	S100
293.8720000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
294.3420000000	n/a	n/a	Response: Up	n/a	n/a	S  1
294.7460000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
295.3120000000	n/a	n/a	Fixation	n/a	n/a	S100
296.3540000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
296.8300000000	n/a	n/a	Response: Right	n/a	n/a	S  3
297.2140000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
297.7800000000	n/a	n/a	Fixation	n/a	n/a	S100
298.6820000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
299.2020000000	n/a	n/a	Response: Up	n/a	n/a	S  1
299.6480000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
300.2160000000	n/a	n/a	Fixation	n/a	n/a	S100
301.0680000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
301.6020000000	n/a	n/a	Response: Left	n/a	n/a	S  2
301.9340000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
302.5000000000	n/a	n/a	Fixation	n/a	n/a	S100
303.3720000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
303.8340000000	n/a	n/a	Response: Right	n/a	n/a	S  3
304.1860000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
304.7520000000	n/a	n/a	Fixation	n/a	n/a	S100
305.6140000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
306.0700000000	n/a	n/a	Response: Up	n/a	n/a	S  1
306.3380000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
306.9040000000	n/a	n/a	Fixation	n/a	n/a	S100
307.7860000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
308.2100000000	n/a	n/a	Response: Up	n/a	n/a	S  1
308.5720000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
309.1400000000	n/a	n/a	Fixation	n/a	n/a	S100
310.0100000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
310.4100000000	n/a	n/a	Response: Up	n/a	n/a	S  1
310.8080000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
311.3740000000	n/a	n/a	Fixation	n/a	n/a	S100
312.3760000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
312.9180000000	n/a	n/a	Response: Up	n/a	n/a	S  1
313.2920000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
350.9540000000	n/a	n/a	Fixation	n/a	n/a	S100
351.9260000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
353.7560000000	n/a	n/a	Feedback Null: "No Response"	n/a	n/a	S  4
354.3240000000	n/a	n/a	Fixation	n/a	n/a	S100
355.2040000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
356.6240000000	n/a	n/a	Response: Right	n/a	n/a	S  3
357.0260000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
357.5920000000	n/a	n/a	Fixation	n/a	n/a	S100
358.4840000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
359.0440000000	n/a	n/a	Response: Right	n/a	n/a	S  3
359.4940000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
360.0620000000	n/a	n/a	Fixation	n/a	n/a	S100
360.9320000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
361.3200000000	n/a	n/a	Response: Right	n/a	n/a	S  3
361.6800000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
362.2460000000	n/a	n/a	Fixation	n/a	n/a	S100
363.1280000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
363.7640000000	n/a	n/a	Response: Right	n/a	n/a	S  3
364.1980000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
364.7660000000	n/a	n/a	Fixation	n/a	n/a	S100
365.7160000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
366.7200000000	n/a	n/a	Response: Right	n/a	n/a	S  3
367.1160000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
367.6840000000	n/a	n/a	Fixation	n/a	n/a	S100
368.5560000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
369.0280000000	n/a	n/a	Response: Right	n/a	n/a	S  3
369.3180000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
369.8860000000	n/a	n/a	Fixation	n/a	n/a	S100
370.8760000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
371.3880000000	n/a	n/a	Response: Up	n/a	n/a	S  1
371.6860000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
372.2540000000	n/a	n/a	Fixation	n/a	n/a	S100
373.1460000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
373.5920000000	n/a	n/a	Response: Up	n/a	n/a	S  1
373.9720000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
374.5400000000	n/a	n/a	Fixation	n/a	n/a	S100
375.5000000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
375.8960000000	n/a	n/a	Response: Up	n/a	n/a	S  1
376.2900000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
376.8580000000	n/a	n/a	Fixation	n/a	n/a	S100
377.8080000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
378.3920000000	n/a	n/a	Response: Right	n/a	n/a	S  3
378.8100000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
379.3760000000	n/a	n/a	Fixation	n/a	n/a	S100
380.2480000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
