onset	duration	sample	trial_type	response_time	stim_file	value
299.9300000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
300.4980000000	n/a	n/a	Fixation	n/a	n/a	S100
301.5380000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
302.0840000000	n/a	n/a	Response: Right	n/a	n/a	S  3
302.5160000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
303.0820000000	n/a	n/a	Fixation	n/a	n/a	S100
304.1340000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
304.6520000000	n/a	n/a	Response: Up	n/a	n/a	S  1
305.0340000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
305.6020000000	n/a	n/a	Fixation	n/a	n/a	S100
306.5420000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
307.2720000000	n/a	n/a	Response: Left	n/a	n/a	S  2
307.6020000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
308.1700000000	n/a	n/a	Fixation	n/a	n/a	S100
309.0500000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
309.6040000000	n/a	n/a	Response: Left	n/a	n/a	S  2
309.9380000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
310.5040000000	n/a	n/a	Fixation	n/a	n/a	S100
311.5560000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
312.1120000000	n/a	n/a	Response: Left	n/a	n/a	S  2
312.4900000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
313.0560000000	n/a	n/a	Fixation	n/a	n/a	S100
313.9980000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
314.4880000000	n/a	n/a	Response: Up	n/a	n/a	S  1
314.8080000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
315.3760000000	n/a	n/a	Fixation	n/a	n/a	S100
316.3260000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
316.8480000000	n/a	n/a	Response: Up	n/a	n/a	S  1
317.2760000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
317.8440000000	n/a	n/a	Fixation	n/a	n/a	S100
318.8360000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
319.3720000000	n/a	n/a	Response: Right	n/a	n/a	S  3
319.6620000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
320.2280000000	n/a	n/a	Fixation	n/a	n/a	S100
321.2800000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
321.9080000000	n/a	n/a	Response: Up	n/a	n/a	S  1
322.1980000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
322.7640000000	n/a	n/a	Fixation	n/a	n/a	S100
323.7360000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
324.2800000000	n/a	n/a	Response: Up	n/a	n/a	S  1
324.5980000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
325.1660000000	n/a	n/a	Fixation	n/a	n/a	S100
326.0180000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
326.6720000000	n/a	n/a	Response: Up	n/a	n/a	S  1
326.9340000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
327.5020000000	n/a	n/a	Fixation	n/a	n/a	S100
328.3820000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
328.9880000000	n/a	n/a	Response: Right	n/a	n/a	S  3
329.4200000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
329.9860000000	n/a	n/a	Fixation	n/a	n/a	S100
330.8980000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
331.4240000000	n/a	n/a	Response: Right	n/a	n/a	S  3
331.7380000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
332.3040000000	n/a	n/a	Fixation	n/a	n/a	S100
333.1860000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
333.7120000000	n/a	n/a	Response: Right	n/a	n/a	S  3
334.0900000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
334.6560000000	n/a	n/a	Fixation	n/a	n/a	S100
335.6380000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
336.2040000000	n/a	n/a	Response: Left	n/a	n/a	S  2
336.5920000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
337.1580000000	n/a	n/a	Fixation	n/a	n/a	S100
338.1700000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
338.7800000000	n/a	n/a	Response: Up	n/a	n/a	S  1
339.2440000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
339.8100000000	n/a	n/a	Fixation	n/a	n/a	S100
340.6720000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
341.2280000000	n/a	n/a	Response: Right	n/a	n/a	S  3
341.5120000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
342.0780000000	n/a	n/a	Fixation	n/a	n/a	S100
343.0100000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
343.4680000000	n/a	n/a	Response: Left	n/a	n/a	S  2
343.7300000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
344.2980000000	n/a	n/a	Fixation	n/a	n/a	S100
345.3380000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
345.8320000000	n/a	n/a	Response: Right	n/a	n/a	S  3
346.2480000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
346.8160000000	n/a	n/a	Fixation	n/a	n/a	S100
347.7280000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
348.2400000000	n/a	n/a	Response: Right	n/a	n/a	S  3
348.5680000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
349.1340000000	n/a	n/a	Fixation	n/a	n/a	S100
350.0160000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
350.6600000000	n/a	n/a	Response: Left	n/a	n/a	S  2
351.1200000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
351.6860000000	n/a	n/a	Fixation	n/a	n/a	S100
352.7180000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
353.1400000000	n/a	n/a	Response: Right	n/a	n/a	S  3
353.4880000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
354.0540000000	n/a	n/a	Fixation	n/a	n/a	S100
355.0060000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
355.4720000000	n/a	n/a	Response: Right	n/a	n/a	S  3
355.9060000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
356.4740000000	n/a	n/a	Fixation	n/a	n/a	S100
357.4540000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
357.9800000000	n/a	n/a	Response: Right	n/a	n/a	S  3
358.4240000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
358.9920000000	n/a	n/a	Fixation	n/a	n/a	S100
359.9620000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
360.5240000000	n/a	n/a	Response: Right	n/a	n/a	S  3
360.7940000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
361.3600000000	n/a	n/a	Fixation	n/a	n/a	S100
362.3320000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
362.8200000000	n/a	n/a	Response: Left	n/a	n/a	S  2
363.1120000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
363.6780000000	n/a	n/a	Fixation	n/a	n/a	S100
364.6800000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
365.3200000000	n/a	n/a	Response: Left	n/a	n/a	S  2
365.6140000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
366.1800000000	n/a	n/a	Fixation	n/a	n/a	S100
367.0920000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
367.6800000000	n/a	n/a	Response: Right	n/a	n/a	S  3
368.0980000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
368.6660000000	n/a	n/a	Fixation	n/a	n/a	S100
369.6160000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
370.1800000000	n/a	n/a	Response: Right	n/a	n/a	S  3
370.6500000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
371.2180000000	n/a	n/a	Fixation	n/a	n/a	S100
372.1180000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
372.6880000000	n/a	n/a	Response: Up	n/a	n/a	S  1
373.1520000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
373.7200000000	n/a	n/a	Fixation	n/a	n/a	S100
374.6400000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
375.2080000000	n/a	n/a	Response: Right	n/a	n/a	S  3
375.5200000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
376.0880000000	n/a	n/a	Fixation	n/a	n/a	S100
377.0300000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
377.5080000000	n/a	n/a	Response: Up	n/a	n/a	S  1
377.9400000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
378.5060000000	n/a	n/a	Fixation	n/a	n/a	S100
379.3880000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
379.9200000000	n/a	n/a	Response: Left	n/a	n/a	S  2
380.3080000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
380.8760000000	n/a	n/a	Fixation	n/a	n/a	S100
381.8160000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
382.3720000000	n/a	n/a	Response: Up	n/a	n/a	S  1
382.8100000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
383.3760000000	n/a	n/a	Fixation	n/a	n/a	S100
384.4180000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
384.8680000000	n/a	n/a	Response: Up	n/a	n/a	S  1
385.2460000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
385.8120000000	n/a	n/a	Fixation	n/a	n/a	S100
386.7540000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
387.2800000000	n/a	n/a	Response: Up	n/a	n/a	S  1
387.6140000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
388.1800000000	n/a	n/a	Fixation	n/a	n/a	S100
389.0420000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
389.5320000000	n/a	n/a	Response: Up	n/a	n/a	S  1
389.8480000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
390.4160000000	n/a	n/a	Fixation	n/a	n/a	S100
391.3260000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
391.8580000000	n/a	n/a	Response: Left	n/a	n/a	S  2
392.2000000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
392.7680000000	n/a	n/a	Fixation	n/a	n/a	S100
393.7280000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
394.2740000000	n/a	n/a	Response: Right	n/a	n/a	S  3
394.6520000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
395.2200000000	n/a	n/a	Fixation	n/a	n/a	S100
396.1600000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
396.6900000000	n/a	n/a	Response: Up	n/a	n/a	S  1
397.0200000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
397.5880000000	n/a	n/a	Fixation	n/a	n/a	S100
398.4380000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
399.0060000000	n/a	n/a	Response: Right	n/a	n/a	S  3
399.4400000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
400.0060000000	n/a	n/a	Fixation	n/a	n/a	S100
401.0180000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
401.5940000000	n/a	n/a	Response: Left	n/a	n/a	S  2
401.8740000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
402.4420000000	n/a	n/a	Fixation	n/a	n/a	S100
403.3620000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
403.8740000000	n/a	n/a	Response: Left	n/a	n/a	S  2
404.2600000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
404.8260000000	n/a	n/a	Fixation	n/a	n/a	S100
405.8280000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
406.2540000000	n/a	n/a	Response: Left	n/a	n/a	S  2
406.5620000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
407.1280000000	n/a	n/a	Fixation	n/a	n/a	S100
408.1700000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
408.7500000000	n/a	n/a	Response: Up	n/a	n/a	S  1
409.0960000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
409.6640000000	n/a	n/a	Fixation	n/a	n/a	S100
410.6840000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
411.1620000000	n/a	n/a	Response: Up	n/a	n/a	S  1
411.4320000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
411.9980000000	n/a	n/a	Fixation	n/a	n/a	S100
413.0000000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
413.5220000000	n/a	n/a	Response: Up	n/a	n/a	S  1
413.8160000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
414.3840000000	n/a	n/a	Fixation	n/a	n/a	S100
415.3660000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
416.0420000000	n/a	n/a	Response: Left	n/a	n/a	S  2
416.4360000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
417.0020000000	n/a	n/a	Fixation	n/a	n/a	S100
418.0140000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
418.5620000000	n/a	n/a	Response: Right	n/a	n/a	S  3
418.9380000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
419.5040000000	n/a	n/a	Fixation	n/a	n/a	S100
420.3760000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
420.9820000000	n/a	n/a	Response: Up	n/a	n/a	S  1
421.3060000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
421.8720000000	n/a	n/a	Fixation	n/a	n/a	S100
422.7940000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
423.3220000000	n/a	n/a	Response: Up	n/a	n/a	S  1
423.7080000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
424.2740000000	n/a	n/a	Fixation	n/a	n/a	S100
425.3160000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
425.8940000000	n/a	n/a	Response: Right	n/a	n/a	S  3
426.2920000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
426.8600000000	n/a	n/a	Fixation	n/a	n/a	S100
427.7920000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
428.3980000000	n/a	n/a	Response: Right	n/a	n/a	S  3
428.7780000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
429.3460000000	n/a	n/a	Fixation	n/a	n/a	S100
430.3360000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
430.8700000000	n/a	n/a	Response: Right	n/a	n/a	S  3
431.2300000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
431.7980000000	n/a	n/a	Fixation	n/a	n/a	S100
432.6880000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
433.3660000000	n/a	n/a	Response: Up	n/a	n/a	S  1
433.6660000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
434.2320000000	n/a	n/a	Fixation	n/a	n/a	S100
435.2840000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
435.7660000000	n/a	n/a	Response: Right	n/a	n/a	S  3
436.2340000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
436.8000000000	n/a	n/a	Fixation	n/a	n/a	S100
437.8520000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
438.3540000000	n/a	n/a	Response: Right	n/a	n/a	S  3
438.7520000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
439.3200000000	n/a	n/a	Fixation	n/a	n/a	S100
440.3100000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
440.7660000000	n/a	n/a	Response: Right	n/a	n/a	S  3
441.1880000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
441.7540000000	n/a	n/a	Fixation	n/a	n/a	S100
442.7460000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
443.2260000000	n/a	n/a	Response: Up	n/a	n/a	S  1
443.6720000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
444.2400000000	n/a	n/a	Fixation	n/a	n/a	S100
445.2020000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
445.6700000000	n/a	n/a	Response: Right	n/a	n/a	S  3
445.9740000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
446.5420000000	n/a	n/a	Fixation	n/a	n/a	S100
447.5420000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
448.0260000000	n/a	n/a	Response: Right	n/a	n/a	S  3
448.3260000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
448.8940000000	n/a	n/a	Fixation	n/a	n/a	S100
449.8040000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
450.2500000000	n/a	n/a	Response: Right	n/a	n/a	S  3
450.5280000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
451.0960000000	n/a	n/a	Fixation	n/a	n/a	S100
451.9860000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
452.4540000000	n/a	n/a	Response: Up	n/a	n/a	S  1
452.7960000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
480.6680000000	n/a	n/a	Fixation	n/a	n/a	S100
481.6300000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
482.8700000000	n/a	n/a	Response: Up	n/a	n/a	S  1
483.3020000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
483.8700000000	n/a	n/a	Fixation	n/a	n/a	S100
484.7920000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
485.3300000000	n/a	n/a	Response: Up	n/a	n/a	S  1
485.5880000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
486.1560000000	n/a	n/a	Fixation	n/a	n/a	S100
487.1360000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
487.7620000000	n/a	n/a	Response: Up	n/a	n/a	S  1
488.1740000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
488.7400000000	n/a	n/a	Fixation	n/a	n/a	S100
489.6920000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
490.4100000000	n/a	n/a	Response: Left	n/a	n/a	S  2
490.8580000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
491.4260000000	n/a	n/a	Fixation	n/a	n/a	S100
492.3580000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
492.8660000000	n/a	n/a	Response: Right	n/a	n/a	S  3
493.2280000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
493.7940000000	n/a	n/a	Fixation	n/a	n/a	S100
494.7360000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
495.2180000000	n/a	n/a	Response: Right	n/a	n/a	S  3
495.6460000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
496.2120000000	n/a	n/a	Fixation	n/a	n/a	S100
497.1440000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
497.6940000000	n/a	n/a	Response: Right	n/a	n/a	S  3
498.0640000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
498.6320000000	n/a	n/a	Fixation	n/a	n/a	S100
499.6720000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
500.1620000000	n/a	n/a	Response: Left	n/a	n/a	S  2
500.5160000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
501.0840000000	n/a	n/a	Fixation	n/a	n/a	S100
501.9340000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
502.4980000000	n/a	n/a	Response: Up	n/a	n/a	S  1
502.7680000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
503.3340000000	n/a	n/a	Fixation	n/a	n/a	S100
504.3160000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
504.8460000000	n/a	n/a	Response: Right	n/a	n/a	S  3
505.2700000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
505.8360000000	n/a	n/a	Fixation	n/a	n/a	S100
506.8380000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
507.4780000000	n/a	n/a	Response: Up	n/a	n/a	S  1
507.8380000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
508.4060000000	n/a	n/a	Fixation	n/a	n/a	S100
