onset	duration	sample	trial_type	response_time	stim_file	value
279.9000000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
280.3580000000	n/a	n/a	Response: Right	n/a	n/a	S  3
280.7700000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
281.3360000000	n/a	n/a	Fixation	n/a	n/a	S100
282.2780000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
282.8180000000	n/a	n/a	Response: Right	n/a	n/a	S  3
283.2220000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
283.7880000000	n/a	n/a	Fixation	n/a	n/a	S100
284.6500000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
285.0740000000	n/a	n/a	Response: Up	n/a	n/a	S  1
285.4740000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
286.0400000000	n/a	n/a	Fixation	n/a	n/a	S100
286.8920000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
287.4860000000	n/a	n/a	Response: Right	n/a	n/a	S  3
287.9580000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
288.5260000000	n/a	n/a	Fixation	n/a	n/a	S100
289.4260000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
290.0020000000	n/a	n/a	Response: Right	n/a	n/a	S  3
290.4440000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
291.0100000000	n/a	n/a	Fixation	n/a	n/a	S100
291.9820000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
292.4580000000	n/a	n/a	Response: Right	n/a	n/a	S  3
292.7280000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
293.2960000000	n/a	n/a	Fixation	n/a	n/a	S100
294.2260000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
294.6820000000	n/a	n/a	Response: Up	n/a	n/a	S  1
295.1480000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
295.7140000000	n/a	n/a	Fixation	n/a	n/a	S100
296.6060000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
297.0060000000	n/a	n/a	Response: Right	n/a	n/a	S  3
297.3480000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
297.9160000000	n/a	n/a	Fixation	n/a	n/a	S100
298.8380000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
299.3220000000	n/a	n/a	Response: Right	n/a	n/a	S  3
299.6680000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
300.2340000000	n/a	n/a	Fixation	n/a	n/a	S100
301.1660000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
301.6580000000	n/a	n/a	Response: Right	n/a	n/a	S  3
301.9860000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
302.5520000000	n/a	n/a	Fixation	n/a	n/a	S100
303.5940000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
304.0940000000	n/a	n/a	Response: Right	n/a	n/a	S  3
304.5540000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
305.1220000000	n/a	n/a	Fixation	n/a	n/a	S100
306.1620000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
306.6100000000	n/a	n/a	Response: Right	n/a	n/a	S  3
306.9560000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
307.5240000000	n/a	n/a	Fixation	n/a	n/a	S100
308.5640000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
309.0620000000	n/a	n/a	Response: Up	n/a	n/a	S  1
309.3920000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
309.9580000000	n/a	n/a	Fixation	n/a	n/a	S100
310.8200000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
311.1980000000	n/a	n/a	Response: Up	n/a	n/a	S  1
311.6600000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
312.2260000000	n/a	n/a	Fixation	n/a	n/a	S100
313.0780000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
313.7220000000	n/a	n/a	Response: Left	n/a	n/a	S  2
314.0620000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
314.6280000000	n/a	n/a	Fixation	n/a	n/a	S100
315.5100000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
315.8860000000	n/a	n/a	Response: Left	n/a	n/a	S  2
316.3140000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
316.8800000000	n/a	n/a	Fixation	n/a	n/a	S100
317.9220000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
318.4220000000	n/a	n/a	Response: Right	n/a	n/a	S  3
318.8820000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
319.4500000000	n/a	n/a	Fixation	n/a	n/a	S100
320.4600000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
321.0340000000	n/a	n/a	Response: Right	n/a	n/a	S  3
321.3680000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
321.9340000000	n/a	n/a	Fixation	n/a	n/a	S100
322.8560000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
323.3060000000	n/a	n/a	Response: Up	n/a	n/a	S  1
323.7020000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
324.2700000000	n/a	n/a	Fixation	n/a	n/a	S100
325.2900000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
325.7980000000	n/a	n/a	Response: Right	n/a	n/a	S  3
326.1380000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
326.7040000000	n/a	n/a	Fixation	n/a	n/a	S100
327.6160000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
328.4860000000	n/a	n/a	Response: Right	n/a	n/a	S  3
328.8060000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
329.3740000000	n/a	n/a	Fixation	n/a	n/a	S100
330.3040000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
330.9660000000	n/a	n/a	Response: Up	n/a	n/a	S  1
331.2740000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
331.8420000000	n/a	n/a	Fixation	n/a	n/a	S100
332.8220000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
333.4300000000	n/a	n/a	Response: Left	n/a	n/a	S  2
333.6940000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
334.2600000000	n/a	n/a	Fixation	n/a	n/a	S100
335.1820000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
335.6980000000	n/a	n/a	Response: Right	n/a	n/a	S  3
336.0780000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
336.6460000000	n/a	n/a	Fixation	n/a	n/a	S100
337.5660000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
338.0700000000	n/a	n/a	Response: Left	n/a	n/a	S  2
338.4300000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
338.9980000000	n/a	n/a	Fixation	n/a	n/a	S100
340.0480000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
340.6020000000	n/a	n/a	Response: Left	n/a	n/a	S  2
340.9160000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
341.4820000000	n/a	n/a	Fixation	n/a	n/a	S100
342.4640000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
342.9020000000	n/a	n/a	Response: Up	n/a	n/a	S  1
343.2000000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
343.7680000000	n/a	n/a	Fixation	n/a	n/a	S100
344.6580000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
345.1340000000	n/a	n/a	Response: Right	n/a	n/a	S  3
345.4360000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
346.0020000000	n/a	n/a	Fixation	n/a	n/a	S100
346.9840000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
347.5380000000	n/a	n/a	Response: Right	n/a	n/a	S  3
347.8880000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
348.4540000000	n/a	n/a	Fixation	n/a	n/a	S100
349.3660000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
349.7780000000	n/a	n/a	Response: Up	n/a	n/a	S  1
350.2400000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
350.8060000000	n/a	n/a	Fixation	n/a	n/a	S100
351.7280000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
352.2300000000	n/a	n/a	Response: Left	n/a	n/a	S  2
352.5740000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
353.1420000000	n/a	n/a	Fixation	n/a	n/a	S100
354.0420000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
354.5540000000	n/a	n/a	Response: Right	n/a	n/a	S  3
354.8920000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
355.4600000000	n/a	n/a	Fixation	n/a	n/a	S100
356.4700000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
357.0100000000	n/a	n/a	Response: Right	n/a	n/a	S  3
357.4440000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
358.0120000000	n/a	n/a	Fixation	n/a	n/a	S100
358.8920000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
359.4100000000	n/a	n/a	Response: Right	n/a	n/a	S  3
359.7300000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
360.2960000000	n/a	n/a	Fixation	n/a	n/a	S100
361.1480000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
361.6140000000	n/a	n/a	Response: Up	n/a	n/a	S  1
361.8820000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
362.4480000000	n/a	n/a	Fixation	n/a	n/a	S100
363.4300000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
363.8940000000	n/a	n/a	Response: Right	n/a	n/a	S  3
364.3340000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
364.9000000000	n/a	n/a	Fixation	n/a	n/a	S100
365.9020000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
366.3940000000	n/a	n/a	Response: Left	n/a	n/a	S  2
366.7680000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
367.3360000000	n/a	n/a	Fixation	n/a	n/a	S100
368.3060000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
369.1780000000	n/a	n/a	Response: Right	n/a	n/a	S  3
369.5040000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
370.0700000000	n/a	n/a	Fixation	n/a	n/a	S100
371.1020000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
371.6100000000	n/a	n/a	Response: Left	n/a	n/a	S  2
371.8720000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
372.4400000000	n/a	n/a	Fixation	n/a	n/a	S100
373.4700000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
374.0020000000	n/a	n/a	Response: Left	n/a	n/a	S  2
374.4080000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
374.9740000000	n/a	n/a	Fixation	n/a	n/a	S100
375.9960000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
376.5860000000	n/a	n/a	Response: Right	n/a	n/a	S  3
376.9420000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
377.5100000000	n/a	n/a	Fixation	n/a	n/a	S100
378.4420000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
378.9700000000	n/a	n/a	Response: Left	n/a	n/a	S  2
379.3620000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
379.9280000000	n/a	n/a	Fixation	n/a	n/a	S100
380.9600000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
381.4860000000	n/a	n/a	Response: Left	n/a	n/a	S  2
381.7640000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
382.3300000000	n/a	n/a	Fixation	n/a	n/a	S100
383.3720000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
384.0380000000	n/a	n/a	Response: Up	n/a	n/a	S  1
384.3320000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
384.8980000000	n/a	n/a	Fixation	n/a	n/a	S100
385.8700000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
386.4820000000	n/a	n/a	Response: Left	n/a	n/a	S  2
386.7840000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
387.3500000000	n/a	n/a	Fixation	n/a	n/a	S100
388.3520000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
388.8940000000	n/a	n/a	Response: Left	n/a	n/a	S  2
389.3020000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
389.8700000000	n/a	n/a	Fixation	n/a	n/a	S100
390.9200000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
391.3700000000	n/a	n/a	Response: Up	n/a	n/a	S  1
391.8040000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
392.3720000000	n/a	n/a	Fixation	n/a	n/a	S100
393.2320000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
393.7180000000	n/a	n/a	Response: Up	n/a	n/a	S  1
394.0720000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
394.6400000000	n/a	n/a	Fixation	n/a	n/a	S100
395.6700000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
396.5140000000	n/a	n/a	Response: Left	n/a	n/a	S  2
396.8740000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
397.4420000000	n/a	n/a	Fixation	n/a	n/a	S100
398.3420000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
398.8940000000	n/a	n/a	Response: Up	n/a	n/a	S  1
399.3260000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
399.8940000000	n/a	n/a	Fixation	n/a	n/a	S100
400.8340000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
401.3140000000	n/a	n/a	Response: Left	n/a	n/a	S  2
401.6780000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
402.2460000000	n/a	n/a	Fixation	n/a	n/a	S100
403.2360000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
403.6740000000	n/a	n/a	Response: Left	n/a	n/a	S  2
403.9640000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
404.5300000000	n/a	n/a	Fixation	n/a	n/a	S100
405.4920000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
406.0540000000	n/a	n/a	Response: Left	n/a	n/a	S  2
406.3820000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
406.9480000000	n/a	n/a	Fixation	n/a	n/a	S100
407.8700000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
408.4060000000	n/a	n/a	Response: Left	n/a	n/a	S  2
408.8500000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
409.4180000000	n/a	n/a	Fixation	n/a	n/a	S100
410.3980000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
410.9500000000	n/a	n/a	Response: Right	n/a	n/a	S  3
411.4180000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
411.9860000000	n/a	n/a	Fixation	n/a	n/a	S100
412.9080000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
413.4240000000	n/a	n/a	Response: Left	n/a	n/a	S  2
413.7380000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
414.3040000000	n/a	n/a	Fixation	n/a	n/a	S100
415.2560000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
415.7640000000	n/a	n/a	Response: Left	n/a	n/a	S  2
416.0560000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
416.6220000000	n/a	n/a	Fixation	n/a	n/a	S100
417.5740000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
418.0280000000	n/a	n/a	Response: Up	n/a	n/a	S  1
418.4900000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
419.0580000000	n/a	n/a	Fixation	n/a	n/a	S100
419.9400000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
420.4320000000	n/a	n/a	Response: Up	n/a	n/a	S  1
420.8100000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
421.3760000000	n/a	n/a	Fixation	n/a	n/a	S100
422.2580000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
422.6960000000	n/a	n/a	Response: Up	n/a	n/a	S  1
423.0280000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
423.5940000000	n/a	n/a	Fixation	n/a	n/a	S100
424.6060000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
424.9840000000	n/a	n/a	Response: Up	n/a	n/a	S  1
425.2960000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
425.8640000000	n/a	n/a	Fixation	n/a	n/a	S100
426.8440000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
427.3200000000	n/a	n/a	Response: Right	n/a	n/a	S  3
427.7640000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
428.3320000000	n/a	n/a	Fixation	n/a	n/a	S100
429.3620000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
429.8160000000	n/a	n/a	Response: Left	n/a	n/a	S  2
430.1840000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
430.7500000000	n/a	n/a	Fixation	n/a	n/a	S100
431.6520000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
432.2640000000	n/a	n/a	Response: Right	n/a	n/a	S  3
432.6360000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
474.8000000000	n/a	n/a	Fixation	n/a	n/a	S100
475.8120000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
476.6800000000	n/a	n/a	Response: Left	n/a	n/a	S  2
477.1020000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
477.6700000000	n/a	n/a	Fixation	n/a	n/a	S100
478.7100000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
479.1400000000	n/a	n/a	Response: Up	n/a	n/a	S  1
479.5200000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
480.0880000000	n/a	n/a	Fixation	n/a	n/a	S100
481.0600000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
481.4760000000	n/a	n/a	Response: Right	n/a	n/a	S  3
481.7900000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
482.3560000000	n/a	n/a	Fixation	n/a	n/a	S100
483.2480000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
483.7600000000	n/a	n/a	Response: Up	n/a	n/a	S  1
484.1900000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
484.7580000000	n/a	n/a	Fixation	n/a	n/a	S100
485.6400000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
486.1000000000	n/a	n/a	Response: Up	n/a	n/a	S  1
486.3600000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
486.9260000000	n/a	n/a	Fixation	n/a	n/a	S100
487.9180000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
488.3280000000	n/a	n/a	Response: Right	n/a	n/a	S  3
488.7780000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
489.3440000000	n/a	n/a	Fixation	n/a	n/a	S100
490.2560000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
490.7120000000	n/a	n/a	Response: Left	n/a	n/a	S  2
491.0620000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
491.6300000000	n/a	n/a	Fixation	n/a	n/a	S100
492.6620000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
493.0680000000	n/a	n/a	Response: Up	n/a	n/a	S  1
493.4140000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
493.9820000000	n/a	n/a	Fixation	n/a	n/a	S100
494.9020000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
495.3520000000	n/a	n/a	Response: Up	n/a	n/a	S  1
495.7840000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
496.3500000000	n/a	n/a	Fixation	n/a	n/a	S100
497.2620000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
497.6880000000	n/a	n/a	Response: Left	n/a	n/a	S  2
498.0020000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
498.5680000000	n/a	n/a	Fixation	n/a	n/a	S100
499.5600000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
499.9880000000	n/a	n/a	Response: Right	n/a	n/a	S  3
500.3540000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
500.9200000000	n/a	n/a	Fixation	n/a	n/a	S100
