onset	duration	sample	trial_type	response_time	stim_file	value
374.5520000000	n/a	n/a	Fixation	n/a	n/a	S100
375.4340000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
375.9840000000	n/a	n/a	Response: Left	n/a	n/a	S  2
376.3360000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
376.9040000000	n/a	n/a	Fixation	n/a	n/a	S100
377.9160000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
378.3720000000	n/a	n/a	Response: Left	n/a	n/a	S  2
378.8060000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
379.3720000000	n/a	n/a	Fixation	n/a	n/a	S100
380.2440000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
380.7920000000	n/a	n/a	Response: Left	n/a	n/a	S  2
381.2580000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
381.8240000000	n/a	n/a	Fixation	n/a	n/a	S100
382.7960000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
383.0640000000	n/a	n/a	Response: Right	n/a	n/a	S  3
383.5260000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
384.0920000000	n/a	n/a	Fixation	n/a	n/a	S100
385.0040000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
385.6840000000	n/a	n/a	Response: Left	n/a	n/a	S  2
385.9440000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
386.5120000000	n/a	n/a	Fixation	n/a	n/a	S100
387.5320000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
387.9880000000	n/a	n/a	Response: Left	n/a	n/a	S  2
388.3460000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
388.9140000000	n/a	n/a	Fixation	n/a	n/a	S100
389.8640000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
390.6560000000	n/a	n/a	Response: Right	n/a	n/a	S  3
391.0640000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
391.6320000000	n/a	n/a	Fixation	n/a	n/a	S100
392.5440000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
393.1000000000	n/a	n/a	Response: Left	n/a	n/a	S  2
393.4160000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
393.9840000000	n/a	n/a	Fixation	n/a	n/a	S100
394.9740000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
395.4440000000	n/a	n/a	Response: Right	n/a	n/a	S  3
395.7020000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
396.2680000000	n/a	n/a	Fixation	n/a	n/a	S100
397.2200000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
397.7560000000	n/a	n/a	Response: Left	n/a	n/a	S  2
398.0700000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
398.6380000000	n/a	n/a	Fixation	n/a	n/a	S100
399.5080000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
400.0000000000	n/a	n/a	Response: Up	n/a	n/a	S  1
400.3880000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
400.9560000000	n/a	n/a	Fixation	n/a	n/a	S100
401.9560000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
402.5320000000	n/a	n/a	Response: Right	n/a	n/a	S  3
402.9900000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
403.5580000000	n/a	n/a	Fixation	n/a	n/a	S100
404.5380000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
405.1160000000	n/a	n/a	Response: Right	n/a	n/a	S  3
405.5260000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
406.0920000000	n/a	n/a	Fixation	n/a	n/a	S100
407.0540000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
407.9200000000	n/a	n/a	Response: Left	n/a	n/a	S  2
408.1940000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
408.7620000000	n/a	n/a	Fixation	n/a	n/a	S100
409.7920000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
410.8880000000	n/a	n/a	Response: Up	n/a	n/a	S  1
411.2460000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
411.8140000000	n/a	n/a	Fixation	n/a	n/a	S100
412.7160000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
413.2160000000	n/a	n/a	Response: Up	n/a	n/a	S  1
413.5480000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
414.1160000000	n/a	n/a	Fixation	n/a	n/a	S100
415.1160000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
415.5920000000	n/a	n/a	Response: Up	n/a	n/a	S  1
415.9340000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
416.5000000000	n/a	n/a	Fixation	n/a	n/a	S100
417.3920000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
417.8920000000	n/a	n/a	Response: Left	n/a	n/a	S  2
418.3520000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
418.9200000000	n/a	n/a	Fixation	n/a	n/a	S100
419.7700000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
420.5340000000	n/a	n/a	Response: Up	n/a	n/a	S  1
420.8200000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
421.3880000000	n/a	n/a	Fixation	n/a	n/a	S100
422.3080000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
422.8660000000	n/a	n/a	Response: Right	n/a	n/a	S  3
423.1400000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
423.7060000000	n/a	n/a	Fixation	n/a	n/a	S100
424.6880000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
425.1540000000	n/a	n/a	Response: Right	n/a	n/a	S  3
425.6080000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
426.1740000000	n/a	n/a	Fixation	n/a	n/a	S100
427.0360000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
427.5460000000	n/a	n/a	Response: Right	n/a	n/a	S  3
427.8600000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
428.4260000000	n/a	n/a	Fixation	n/a	n/a	S100
429.3680000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
429.9380000000	n/a	n/a	Response: Left	n/a	n/a	S  2
430.3440000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
430.9120000000	n/a	n/a	Fixation	n/a	n/a	S100
431.7720000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
432.2620000000	n/a	n/a	Response: Right	n/a	n/a	S  3
432.6460000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
433.2140000000	n/a	n/a	Fixation	n/a	n/a	S100
434.1640000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
434.7380000000	n/a	n/a	Response: Up	n/a	n/a	S  1
435.0980000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
435.6660000000	n/a	n/a	Fixation	n/a	n/a	S100
436.7160000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
437.3140000000	n/a	n/a	Response: Right	n/a	n/a	S  3
437.6840000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
438.2500000000	n/a	n/a	Fixation	n/a	n/a	S100
439.2720000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
439.7820000000	n/a	n/a	Response: Right	n/a	n/a	S  3
440.1680000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
440.7360000000	n/a	n/a	Fixation	n/a	n/a	S100
441.7780000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
442.3780000000	n/a	n/a	Response: Right	n/a	n/a	S  3
442.8380000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
443.4040000000	n/a	n/a	Fixation	n/a	n/a	S100
444.4560000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
445.0220000000	n/a	n/a	Response: Left	n/a	n/a	S  2
445.3900000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
445.9560000000	n/a	n/a	Fixation	n/a	n/a	S100
447.0080000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
447.3780000000	n/a	n/a	Response: Right	n/a	n/a	S  3
447.6740000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
448.2420000000	n/a	n/a	Fixation	n/a	n/a	S100
449.2820000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
449.7700000000	n/a	n/a	Response: Left	n/a	n/a	S  2
450.1920000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
450.7600000000	n/a	n/a	Fixation	n/a	n/a	S100
451.6720000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
452.2300000000	n/a	n/a	Response: Up	n/a	n/a	S  1
452.6120000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
453.1780000000	n/a	n/a	Fixation	n/a	n/a	S100
454.1700000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
454.7500000000	n/a	n/a	Response: Right	n/a	n/a	S  3
455.1640000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
455.7300000000	n/a	n/a	Fixation	n/a	n/a	S100
456.7120000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
457.1500000000	n/a	n/a	Response: Up	n/a	n/a	S  1
457.4480000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
458.0160000000	n/a	n/a	Fixation	n/a	n/a	S100
458.8760000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
459.2940000000	n/a	n/a	Response: Up	n/a	n/a	S  1
459.6000000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
460.1680000000	n/a	n/a	Fixation	n/a	n/a	S100
461.1480000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
461.6860000000	n/a	n/a	Response: Left	n/a	n/a	S  2
462.0680000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
462.6360000000	n/a	n/a	Fixation	n/a	n/a	S100
463.5780000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
464.1860000000	n/a	n/a	Response: Right	n/a	n/a	S  3
464.5040000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
465.0720000000	n/a	n/a	Fixation	n/a	n/a	S100
465.9620000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
466.4140000000	n/a	n/a	Response: Left	n/a	n/a	S  2
466.7060000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
467.2720000000	n/a	n/a	Fixation	n/a	n/a	S100
468.1640000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
468.7780000000	n/a	n/a	Response: Left	n/a	n/a	S  2
469.0580000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
469.6240000000	n/a	n/a	Fixation	n/a	n/a	S100
470.5860000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
471.1460000000	n/a	n/a	Response: Right	n/a	n/a	S  3
471.4420000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
472.0100000000	n/a	n/a	Fixation	n/a	n/a	S100
473.0400000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
473.6580000000	n/a	n/a	Response: Left	n/a	n/a	S  2
473.9620000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
474.5280000000	n/a	n/a	Fixation	n/a	n/a	S100
475.4200000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
475.9700000000	n/a	n/a	Response: Up	n/a	n/a	S  1
476.2460000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
476.8140000000	n/a	n/a	Fixation	n/a	n/a	S100
477.7640000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
478.4420000000	n/a	n/a	Response: Up	n/a	n/a	S  1
478.8480000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
479.4160000000	n/a	n/a	Fixation	n/a	n/a	S100
480.4260000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
480.8660000000	n/a	n/a	Response: Up	n/a	n/a	S  1
481.1500000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
481.7160000000	n/a	n/a	Fixation	n/a	n/a	S100
482.7180000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
483.2980000000	n/a	n/a	Response: Right	n/a	n/a	S  3
483.6680000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
484.2360000000	n/a	n/a	Fixation	n/a	n/a	S100
485.1260000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
485.5740000000	n/a	n/a	Response: Right	n/a	n/a	S  3
486.0360000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
486.6040000000	n/a	n/a	Fixation	n/a	n/a	S100
487.6060000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
487.9900000000	n/a	n/a	Response: Right	n/a	n/a	S  3
488.3380000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
488.9060000000	n/a	n/a	Fixation	n/a	n/a	S100
489.7960000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
490.5020000000	n/a	n/a	Response: Left	n/a	n/a	S  2
490.8400000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
491.4080000000	n/a	n/a	Fixation	n/a	n/a	S100
492.3880000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
492.8700000000	n/a	n/a	Response: Left	n/a	n/a	S  2
493.3260000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
493.8920000000	n/a	n/a	Fixation	n/a	n/a	S100
494.8040000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
495.2340000000	n/a	n/a	Response: Left	n/a	n/a	S  2
495.6940000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
496.2620000000	n/a	n/a	Fixation	n/a	n/a	S100
497.2920000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
497.9020000000	n/a	n/a	Response: Left	n/a	n/a	S  2
498.2120000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
498.7800000000	n/a	n/a	Fixation	n/a	n/a	S100
499.8020000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
500.4540000000	n/a	n/a	Response: Right	n/a	n/a	S  3
500.8480000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
501.4160000000	n/a	n/a	Fixation	n/a	n/a	S100
502.2760000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
502.7140000000	n/a	n/a	Response: Right	n/a	n/a	S  3
503.0500000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
503.6160000000	n/a	n/a	Fixation	n/a	n/a	S100
504.5780000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
505.2180000000	n/a	n/a	Response: Left	n/a	n/a	S  2
505.6020000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
536.0240000000	n/a	n/a	Fixation	n/a	n/a	S100
536.9560000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
538.0180000000	n/a	n/a	Response: Right	n/a	n/a	S  3
538.4760000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
539.0440000000	n/a	n/a	Fixation	n/a	n/a	S100
540.0160000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
540.4780000000	n/a	n/a	Response: Up	n/a	n/a	S  1
540.8280000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
541.3960000000	n/a	n/a	Fixation	n/a	n/a	S100
542.3560000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
542.7620000000	n/a	n/a	Response: Up	n/a	n/a	S  1
543.1300000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
543.6980000000	n/a	n/a	Fixation	n/a	n/a	S100
544.7080000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
545.1500000000	n/a	n/a	Response: Left	n/a	n/a	S  2
545.4820000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
546.0500000000	n/a	n/a	Fixation	n/a	n/a	S100
547.0400000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
547.5900000000	n/a	n/a	Response: Left	n/a	n/a	S  2
547.8680000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
548.4340000000	n/a	n/a	Fixation	n/a	n/a	S100
549.4660000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
550.2260000000	n/a	n/a	Response: Right	n/a	n/a	S  3
550.5200000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
551.0860000000	n/a	n/a	Fixation	n/a	n/a	S100
552.0480000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
552.5420000000	n/a	n/a	Response: Left	n/a	n/a	S  2
553.0040000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
553.5720000000	n/a	n/a	Fixation	n/a	n/a	S100
554.4420000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
554.9260000000	n/a	n/a	Response: Up	n/a	n/a	S  1
555.3720000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
555.9400000000	n/a	n/a	Fixation	n/a	n/a	S100
556.9320000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
557.7500000000	n/a	n/a	Response: Up	n/a	n/a	S  1
558.1920000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
558.7580000000	n/a	n/a	Fixation	n/a	n/a	S100
559.6900000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
560.3680000000	n/a	n/a	Response: Right	n/a	n/a	S  3
560.6600000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
561.2280000000	n/a	n/a	Fixation	n/a	n/a	S100
562.2080000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
562.9120000000	n/a	n/a	Response: Left	n/a	n/a	S  2
563.1960000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
563.7620000000	n/a	n/a	Fixation	n/a	n/a	S100
