onset	duration	sample	trial_type	response_time	stim_file	value
204.2120000000	n/a	n/a	Response: Left	n/a	n/a	S  2
204.5060000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
205.0740000000	n/a	n/a	Fixation	n/a	n/a	S100
206.0940000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
206.5880000000	n/a	n/a	Response: Left	n/a	n/a	S  2
206.9080000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
207.4740000000	n/a	n/a	Fixation	n/a	n/a	S100
208.3760000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
208.9200000000	n/a	n/a	Response: Left	n/a	n/a	S  2
209.3600000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
209.9260000000	n/a	n/a	Fixation	n/a	n/a	S100
210.9080000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
211.4400000000	n/a	n/a	Response: Up	n/a	n/a	S  1
211.8120000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
212.3780000000	n/a	n/a	Fixation	n/a	n/a	S100
213.3900000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
213.8560000000	n/a	n/a	Response: Up	n/a	n/a	S  1
214.2960000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
214.8640000000	n/a	n/a	Fixation	n/a	n/a	S100
215.7260000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
216.1960000000	n/a	n/a	Response: Left	n/a	n/a	S  2
216.6160000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
217.1820000000	n/a	n/a	Fixation	n/a	n/a	S100
218.0640000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
218.5680000000	n/a	n/a	Response: Right	n/a	n/a	S  3
218.9500000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
219.5180000000	n/a	n/a	Fixation	n/a	n/a	S100
220.4580000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
220.8920000000	n/a	n/a	Response: Right	n/a	n/a	S  3
221.3360000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
221.9020000000	n/a	n/a	Fixation	n/a	n/a	S100
222.8240000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
223.2480000000	n/a	n/a	Response: Right	n/a	n/a	S  3
223.6540000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
224.2200000000	n/a	n/a	Fixation	n/a	n/a	S100
225.1120000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
225.6760000000	n/a	n/a	Response: Right	n/a	n/a	S  3
226.1400000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
226.7060000000	n/a	n/a	Fixation	n/a	n/a	S100
227.6380000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
228.1480000000	n/a	n/a	Response: Up	n/a	n/a	S  1
228.4580000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
229.0240000000	n/a	n/a	Fixation	n/a	n/a	S100
229.9160000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
230.3440000000	n/a	n/a	Response: Up	n/a	n/a	S  1
230.6260000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
231.1920000000	n/a	n/a	Fixation	n/a	n/a	S100
232.0540000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
232.4600000000	n/a	n/a	Response: Up	n/a	n/a	S  1
232.7440000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
233.3120000000	n/a	n/a	Fixation	n/a	n/a	S100
234.3520000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
235.1560000000	n/a	n/a	Response: Right	n/a	n/a	S  3
235.5960000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
236.1640000000	n/a	n/a	Fixation	n/a	n/a	S100
237.0540000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
237.6440000000	n/a	n/a	Response: Left	n/a	n/a	S  2
238.0480000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
238.6160000000	n/a	n/a	Fixation	n/a	n/a	S100
239.6060000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
240.2000000000	n/a	n/a	Response: Left	n/a	n/a	S  2
240.6160000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
241.1840000000	n/a	n/a	Fixation	n/a	n/a	S100
242.0760000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
242.5040000000	n/a	n/a	Response: Left	n/a	n/a	S  2
242.7860000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
243.3520000000	n/a	n/a	Fixation	n/a	n/a	S100
244.3540000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
244.8500000000	n/a	n/a	Response: Up	n/a	n/a	S  1
245.1700000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
245.7380000000	n/a	n/a	Fixation	n/a	n/a	S100
246.6580000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
247.2460000000	n/a	n/a	Response: Up	n/a	n/a	S  1
247.6380000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
248.2060000000	n/a	n/a	Fixation	n/a	n/a	S100
249.0880000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
249.6100000000	n/a	n/a	Response: Up	n/a	n/a	S  1
250.0240000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
250.5920000000	n/a	n/a	Fixation	n/a	n/a	S100
251.4520000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
251.9580000000	n/a	n/a	Response: Right	n/a	n/a	S  3
252.3420000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
252.9100000000	n/a	n/a	Fixation	n/a	n/a	S100
253.8100000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
254.3420000000	n/a	n/a	Response: Left	n/a	n/a	S  2
254.7440000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
255.3120000000	n/a	n/a	Fixation	n/a	n/a	S100
256.3220000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
256.8260000000	n/a	n/a	Response: Up	n/a	n/a	S  1
257.2460000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
257.8140000000	n/a	n/a	Fixation	n/a	n/a	S100
258.8540000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
259.3340000000	n/a	n/a	Response: Left	n/a	n/a	S  2
259.7820000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
260.3480000000	n/a	n/a	Fixation	n/a	n/a	S100
261.3700000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
261.9300000000	n/a	n/a	Response: Up	n/a	n/a	S  1
262.2340000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
262.8000000000	n/a	n/a	Fixation	n/a	n/a	S100
263.7020000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
264.1860000000	n/a	n/a	Response: Up	n/a	n/a	S  1
264.5680000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
265.1360000000	n/a	n/a	Fixation	n/a	n/a	S100
266.0560000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
266.4740000000	n/a	n/a	Response: Up	n/a	n/a	S  1
266.8200000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
267.3880000000	n/a	n/a	Fixation	n/a	n/a	S100
268.3080000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
268.8740000000	n/a	n/a	Response: Left	n/a	n/a	S  2
269.1380000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
269.7060000000	n/a	n/a	Fixation	n/a	n/a	S100
270.6360000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
271.2260000000	n/a	n/a	Response: Up	n/a	n/a	S  1
271.6400000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
272.2080000000	n/a	n/a	Fixation	n/a	n/a	S100
273.1180000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
273.5540000000	n/a	n/a	Response: Up	n/a	n/a	S  1
273.9080000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
274.4760000000	n/a	n/a	Fixation	n/a	n/a	S100
275.4260000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
275.9660000000	n/a	n/a	Response: Right	n/a	n/a	S  3
276.4280000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
276.9940000000	n/a	n/a	Fixation	n/a	n/a	S100
278.0060000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
278.4820000000	n/a	n/a	Response: Left	n/a	n/a	S  2
278.9460000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
279.5140000000	n/a	n/a	Fixation	n/a	n/a	S100
280.3740000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
281.0700000000	n/a	n/a	Response: Right	n/a	n/a	S  3
281.5320000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
282.0980000000	n/a	n/a	Fixation	n/a	n/a	S100
282.9500000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
283.5020000000	n/a	n/a	Response: Left	n/a	n/a	S  2
283.8320000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
284.4000000000	n/a	n/a	Fixation	n/a	n/a	S100
285.2620000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
285.8500000000	n/a	n/a	Response: Right	n/a	n/a	S  3
286.1180000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
286.6860000000	n/a	n/a	Fixation	n/a	n/a	S100
287.6760000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
288.3380000000	n/a	n/a	Response: Left	n/a	n/a	S  2
288.7860000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
289.3540000000	n/a	n/a	Fixation	n/a	n/a	S100
290.3960000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
290.8780000000	n/a	n/a	Response: Right	n/a	n/a	S  3
291.1720000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
291.7380000000	n/a	n/a	Fixation	n/a	n/a	S100
292.7800000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
293.2860000000	n/a	n/a	Response: Up	n/a	n/a	S  1
293.6900000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
294.2580000000	n/a	n/a	Fixation	n/a	n/a	S100
295.1480000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
295.6660000000	n/a	n/a	Response: Left	n/a	n/a	S  2
295.9420000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
296.5100000000	n/a	n/a	Fixation	n/a	n/a	S100
297.4100000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
297.9460000000	n/a	n/a	Response: Up	n/a	n/a	S  1
298.2280000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
298.7940000000	n/a	n/a	Fixation	n/a	n/a	S100
299.6560000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
300.3620000000	n/a	n/a	Response: Right	n/a	n/a	S  3
300.7960000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
301.3620000000	n/a	n/a	Fixation	n/a	n/a	S100
302.2940000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
302.7300000000	n/a	n/a	Response: Left	n/a	n/a	S  2
303.0800000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
303.6480000000	n/a	n/a	Fixation	n/a	n/a	S100
304.5700000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
305.0820000000	n/a	n/a	Response: Left	n/a	n/a	S  2
305.3500000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
305.9160000000	n/a	n/a	Fixation	n/a	n/a	S100
306.9380000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
307.5900000000	n/a	n/a	Response: Right	n/a	n/a	S  3
308.0340000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
308.6020000000	n/a	n/a	Fixation	n/a	n/a	S100
309.5640000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
310.0540000000	n/a	n/a	Response: Right	n/a	n/a	S  3
310.4700000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
311.0360000000	n/a	n/a	Fixation	n/a	n/a	S100
311.9980000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
313.1420000000	n/a	n/a	Response: Up	n/a	n/a	S  1
313.5560000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
314.1220000000	n/a	n/a	Fixation	n/a	n/a	S100
314.9740000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
315.5100000000	n/a	n/a	Response: Up	n/a	n/a	S  1
315.9400000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
316.5080000000	n/a	n/a	Fixation	n/a	n/a	S100
317.4600000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
317.9020000000	n/a	n/a	Response: Up	n/a	n/a	S  1
318.2420000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
318.8100000000	n/a	n/a	Fixation	n/a	n/a	S100
319.7100000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
320.3020000000	n/a	n/a	Response: Right	n/a	n/a	S  3
320.5780000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
321.1440000000	n/a	n/a	Fixation	n/a	n/a	S100
322.0160000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
322.6900000000	n/a	n/a	Response: Right	n/a	n/a	S  3
322.9960000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
323.5640000000	n/a	n/a	Fixation	n/a	n/a	S100
324.5740000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
325.0860000000	n/a	n/a	Response: Up	n/a	n/a	S  1
325.4140000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
325.9820000000	n/a	n/a	Fixation	n/a	n/a	S100
327.0320000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
327.5580000000	n/a	n/a	Response: Left	n/a	n/a	S  2
328.0000000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
328.5660000000	n/a	n/a	Fixation	n/a	n/a	S100
329.5080000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
329.9580000000	n/a	n/a	Response: Left	n/a	n/a	S  2
330.3180000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
330.8860000000	n/a	n/a	Fixation	n/a	n/a	S100
331.7460000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
332.1820000000	n/a	n/a	Response: Left	n/a	n/a	S  2
332.6200000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
333.1880000000	n/a	n/a	Fixation	n/a	n/a	S100
334.0380000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
334.6860000000	n/a	n/a	Response: Up	n/a	n/a	S  1
335.0560000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
335.6220000000	n/a	n/a	Fixation	n/a	n/a	S100
336.6240000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
337.1380000000	n/a	n/a	Response: Up	n/a	n/a	S  1
337.5080000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
338.0740000000	n/a	n/a	Fixation	n/a	n/a	S100
338.9460000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
339.4460000000	n/a	n/a	Response: Up	n/a	n/a	S  1
339.7760000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
340.3420000000	n/a	n/a	Fixation	n/a	n/a	S100
341.2440000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
341.7780000000	n/a	n/a	Response: Up	n/a	n/a	S  1
342.2280000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
342.7940000000	n/a	n/a	Fixation	n/a	n/a	S100
343.6960000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
344.3740000000	n/a	n/a	Response: Right	n/a	n/a	S  3
344.7620000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
345.3300000000	n/a	n/a	Fixation	n/a	n/a	S100
346.3300000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
346.9380000000	n/a	n/a	Response: Up	n/a	n/a	S  1
347.2820000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
347.8480000000	n/a	n/a	Fixation	n/a	n/a	S100
348.7500000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
349.2300000000	n/a	n/a	Response: Up	n/a	n/a	S  1
349.5500000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
350.1160000000	n/a	n/a	Fixation	n/a	n/a	S100
351.0580000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
351.6940000000	n/a	n/a	Response: Right	n/a	n/a	S  3
351.9840000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
352.5520000000	n/a	n/a	Fixation	n/a	n/a	S100
353.4140000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
354.1220000000	n/a	n/a	Response: Right	n/a	n/a	S  3
354.4860000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
355.0540000000	n/a	n/a	Fixation	n/a	n/a	S100
356.0040000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
356.8420000000	n/a	n/a	Response: Up	n/a	n/a	S  1
357.1220000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
357.6900000000	n/a	n/a	Fixation	n/a	n/a	S100
358.5900000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
359.0700000000	n/a	n/a	Response: Up	n/a	n/a	S  1
359.4400000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
360.0080000000	n/a	n/a	Fixation	n/a	n/a	S100
360.8880000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
361.3420000000	n/a	n/a	Response: Up	n/a	n/a	S  1
361.7420000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
362.3100000000	n/a	n/a	Fixation	n/a	n/a	S100
363.2100000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
363.7180000000	n/a	n/a	Response: Up	n/a	n/a	S  1
364.1780000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
364.7440000000	n/a	n/a	Fixation	n/a	n/a	S100
365.7260000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
366.1460000000	n/a	n/a	Response: Up	n/a	n/a	S  1
366.5300000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
388.9960000000	n/a	n/a	Fixation	n/a	n/a	S100
390.0380000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
391.9980000000	n/a	n/a	Feedback Null: "No Response"	n/a	n/a	S  4
392.5660000000	n/a	n/a	Fixation	n/a	n/a	S100
393.4960000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
394.2280000000	n/a	n/a	Response: Left	n/a	n/a	S  2
394.6680000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
395.2340000000	n/a	n/a	Fixation	n/a	n/a	S100
396.2360000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
396.8640000000	n/a	n/a	Response: Right	n/a	n/a	S  3
397.1700000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
397.7360000000	n/a	n/a	Fixation	n/a	n/a	S100
398.5980000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
399.2400000000	n/a	n/a	Response: Up	n/a	n/a	S  1
399.6220000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
400.1880000000	n/a	n/a	Fixation	n/a	n/a	S100
401.0800000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
401.5920000000	n/a	n/a	Response: Right	n/a	n/a	S  3
402.0220000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
402.5900000000	n/a	n/a	Fixation	n/a	n/a	S100
403.4920000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
403.8920000000	n/a	n/a	Response: Left	n/a	n/a	S  2
404.2740000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
404.8420000000	n/a	n/a	Fixation	n/a	n/a	S100
405.7420000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
406.2200000000	n/a	n/a	Response: Right	n/a	n/a	S  3
406.6600000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
407.2260000000	n/a	n/a	Fixation	n/a	n/a	S100
408.1180000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
408.5720000000	n/a	n/a	Response: Right	n/a	n/a	S  3
409.0440000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
409.6120000000	n/a	n/a	Fixation	n/a	n/a	S100
410.6340000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
411.0760000000	n/a	n/a	Response: Right	n/a	n/a	S  3
411.3800000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
411.9480000000	n/a	n/a	Fixation	n/a	n/a	S100
412.8680000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
413.3640000000	n/a	n/a	Response: Left	n/a	n/a	S  2
413.6980000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
414.2660000000	n/a	n/a	Fixation	n/a	n/a	S100
415.2760000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
415.8640000000	n/a	n/a	Response: Right	n/a	n/a	S  3
416.1500000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
416.7180000000	n/a	n/a	Fixation	n/a	n/a	S100
417.7680000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
